Event;SetupID;StepFrom;StepTo;T_decision;DecisionServerTime;FeatureShift;BarOpenTime_Shift1;BarCloseTime_Shift1;ATR_Shift1;ATRPct_Shift1;ADX_Shift1;DIPlus_Shift1;DIMinus_Shift1;PriceRef_Shift1;strict_before_check;C2M2_Decision;LatchStatus;Direction;Mode;Rule;SourceCommit;SpecVersion;Build
A;2630;3;4;2021.08.24 20:50:09;2021.08.24 20:50:09;1;2021.08.24 20:49:00;2021.08.24 20:50:00;0.15;0.008458;21.2886;13.4999;41.3434;1802.98;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2632;3;4;2021.08.27 01:02:02;2021.08.27 01:02:02;1;2021.08.27 01:01:00;2021.08.27 01:02:00;0.64;0.035680;34.6871;16.1138;13.9789;1794.44;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2662;3;4;2021.09.28 06:17:45;2021.09.28 06:17:45;1;2021.09.28 06:16:00;2021.09.28 06:17:00;0.39;0.022210;17.7401;14.8220;23.3506;1746.95;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2663;3;4;2021.09.30 23:44:12;2021.09.30 23:44:12;1;2021.09.30 23:43:00;2021.09.30 23:44:00;0.26;0.014656;43.4475;10.9624;45.1044;1753.54;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2671;3;4;2021.10.05 06:00:00;2021.10.05 06:00:00;1;2021.10.05 03:59:00;2021.10.05 04:00:00;0.28;0.015768;25.1289;18.1320;19.5984;1759.85;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2673;3;4;2021.10.06 06:01:04;2021.10.06 06:01:04;1;2021.10.06 06:00:00;2021.10.06 06:01:00;0.29;0.016318;37.1615;13.7899;26.3309;1751.18;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2688;3;4;2021.10.15 01:16:32;2021.10.15 01:16:32;1;2021.10.15 01:15:00;2021.10.15 01:16:00;0.30;0.016861;17.6973;15.8888;23.9235;1794.05;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2689;3;4;2021.10.15 12:52:18;2021.10.15 12:52:18;1;2021.10.15 12:51:00;2021.10.15 12:52:00;1.53;0.086233;32.6937;8.7702;33.2620;1769.05;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2727;3;4;2021.11.16 14:04:32;2021.11.16 14:04:32;1;2021.11.16 14:03:00;2021.11.16 14:04:00;2.03;0.108856;45.9859;8.7095;22.6470;1867.14;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2770;3;4;2021.12.29 11:00:00;2021.12.29 11:00:00;1;2021.12.29 08:59:00;2021.12.29 09:00:00;0.44;0.024472;22.6313;37.6389;13.8612;1804.10;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2772;3;4;2021.12.31 05:41:25;2021.12.31 05:41:25;1;2021.12.31 05:40:00;2021.12.31 05:41:00;0.22;0.012126;24.8387;33.8396;16.7637;1818.46;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2774;3;4;2022.01.05 13:25:28;2022.01.05 13:25:28;1;2022.01.05 13:24:00;2022.01.05 13:25:00;1.29;0.070755;22.2661;24.8979;22.1942;1819.30;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2775;3;4;2022.01.06 12:56:49;2022.01.06 12:56:49;1;2022.01.06 12:55:00;2022.01.06 12:56:00;1.09;0.060547;66.9171;3.3306;37.8440;1793.25;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2792;3;4;2022.01.19 14:57:49;2022.01.19 14:57:49;1;2022.01.19 14:56:00;2022.01.19 14:57:00;0.83;0.045661;19.3896;18.8032;13.7637;1827.62;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2794;3;4;2022.01.21 09:00:03;2022.01.21 09:00:03;1;2022.01.21 07:59:00;2022.01.21 08:00:00;0.47;0.025722;55.1003;14.4754;26.1881;1837.92;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2805;3;4;2022.01.28 11:14:41;2022.01.28 11:14:41;1;2022.01.28 11:13:00;2022.01.28 11:14:00;0.86;0.048424;72.6785;2.2421;36.7903;1781.15;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2812;3;4;2022.02.09 13:01:58;2022.02.09 13:01:58;1;2022.02.09 13:00:00;2022.02.09 13:01:00;1.18;0.064712;31.3319;40.1289;12.5499;1829.63;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2816;3;4;2022.02.15 08:08:58;2022.02.15 08:08:58;1;2022.02.15 08:07:00;2022.02.15 08:08:00;0.67;0.035507;17.1576;26.9965;27.9834;1875.67;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2823;3;4;2022.02.23 04:52:19;2022.02.23 04:52:19;1;2022.02.23 04:51:00;2022.02.23 04:52:00;0.67;0.035166;35.1384;6.7743;43.3929;1896.71;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2848;3;4;2022.03.15 05:00:02;2022.03.15 05:00:02;1;2022.03.15 04:59:00;2022.03.15 05:00:00;0.95;0.048942;57.5080;6.9267;41.8066;1935.98;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2871;3;4;2022.04.04 05:00:00;2022.04.04 05:00:00;1;2022.04.04 03:59:00;2022.04.04 04:00:00;0.33;0.017198;32.5618;14.3247;19.8314;1918.85;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2894;3;4;2022.05.02 12:52:38;2022.05.02 12:52:38;1;2022.05.02 12:51:00;2022.05.02 12:52:00;1.62;0.086785;44.6240;10.1682;26.5853;1863.52;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2901;3;4;2022.05.09 07:22:33;2022.05.09 07:22:33;1;2022.05.09 07:21:00;2022.05.09 07:22:00;0.95;0.051047;46.1897;8.2291;37.2036;1868.39;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2911;3;4;2022.05.16 07:52:18;2022.05.16 07:52:18;1;2022.05.16 07:51:00;2022.05.16 07:52:00;1.47;0.081652;59.6863;6.8208;42.8676;1794.51;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2946;3;4;2022.06.10 12:24:01;2022.06.10 12:24:01;1;2022.06.10 12:23:00;2022.06.10 12:24:00;1.04;0.056621;25.1757;11.4689;20.9942;1832.37;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2948;3;4;2022.06.13 13:47:39;2022.06.13 13:47:39;1;2022.06.13 13:46:00;2022.06.13 13:47:00;1.55;0.084808;47.6287;6.7995;27.8025;1831.19;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2956;3;4;2022.06.16 16:44:29;2022.06.16 16:44:29;1;2022.06.16 16:43:00;2022.06.16 16:44:00;0.40;0.021425;43.1419;33.4680;6.2811;1849.46;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2973;3;4;2022.07.01 05:39:36;2022.07.01 05:39:36;1;2022.07.01 05:38:00;2022.07.01 05:39:00;1.16;0.064524;39.1873;9.1781;43.3324;1797.00;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2976;3;4;2022.07.11 19:44:59;2022.07.11 19:44:59;1;2022.07.11 19:43:00;2022.07.11 19:44:00;0.15;0.008886;40.7830;9.0545;19.6781;1733.10;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;2992;3;4;2022.07.27 07:06:22;2022.07.27 07:06:22;1;2022.07.27 07:05:00;2022.07.27 07:06:00;0.55;0.032120;33.4755;29.9269;7.2963;1720.10;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3005;3;4;2022.08.04 03:05:14;2022.08.04 03:05:14;1;2022.08.04 03:04:00;2022.08.04 03:05:00;0.36;0.020170;45.7347;40.4452;7.0919;1769.98;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3014;3;4;2022.08.10 18:32:46;2022.08.10 18:32:46;1;2022.08.10 18:31:00;2022.08.10 18:32:00;0.90;0.050045;60.5273;8.1258;32.9559;1789.39;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3039;3;4;2022.08.26 11:32:13;2022.08.26 11:32:13;1;2022.08.26 11:31:00;2022.08.26 11:32:00;0.48;0.027638;37.7837;8.2988;27.4901;1744.91;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3046;3;4;2022.08.31 22:21:27;2022.08.31 22:21:27;1;2022.08.31 22:20:00;2022.08.31 22:21:00;0.33;0.019571;64.2887;6.5490;43.3362;1709.12;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3073;3;4;2022.09.15 12:30:03;2022.09.15 12:30:03;1;2022.09.15 12:29:00;2022.09.15 12:30:00;0.76;0.045190;25.4864;36.3806;14.9597;1685.10;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3081;3;4;2022.09.22 00:02:19;2022.09.22 00:02:19;1;2022.09.22 00:01:00;2022.09.22 00:02:00;0.64;0.038302;29.4957;22.0331;16.5032;1666.35;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3108;3;4;2022.10.10 14:52:04;2022.10.10 14:52:04;1;2022.10.10 14:51:00;2022.10.10 14:52:00;0.75;0.044673;41.5226;7.3848;27.6154;1667.67;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3120;3;4;2022.10.21 07:14:31;2022.10.21 07:14:31;1;2022.10.21 07:13:00;2022.10.21 07:14:00;0.83;0.051400;22.5875;12.4615;24.0976;1619.18;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3145;3;4;2022.11.03 08:28:06;2022.11.03 08:28:06;1;2022.11.03 08:27:00;2022.11.03 08:28:00;0.54;0.033373;36.3028;6.8381;34.2795;1625.59;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3180;3;4;2022.11.25 07:39:23;2022.11.25 07:39:23;1;2022.11.25 07:38:00;2022.11.25 07:39:00;0.32;0.018392;33.4143;8.8066;33.8463;1753.48;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3192;3;4;2022.12.05 17:01:32;2022.12.05 17:01:32;1;2022.12.05 17:00:00;2022.12.05 17:01:00;0.64;0.036248;23.4347;19.1724;27.1654;1772.53;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3195;3;4;2022.12.09 08:53:24;2022.12.09 08:53:24;1;2022.12.09 08:52:00;2022.12.09 08:53:00;0.24;0.013544;16.0225;17.4079;21.1236;1790.41;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3196;3;4;2022.12.12 05:11:25;2022.12.12 05:11:25;1;2022.12.12 05:10:00;2022.12.12 05:11:00;0.55;0.030521;15.5871;16.5010;23.1583;1786.47;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3221;3;4;2023.01.16 05:44:03;2023.01.16 05:44:03;1;2023.01.16 05:43:00;2023.01.16 05:44:00;0.30;0.015761;40.2998;8.5686;35.7141;1919.32;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3237;3;4;2023.02.02 15:09:11;2023.02.02 15:09:11;1;2023.02.02 15:08:00;2023.02.02 15:09:00;1.50;0.078244;84.4389;2.2461;29.2525;1919.96;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3266;3;4;2023.03.03 11:16:21;2023.03.03 11:16:21;1;2023.03.03 11:15:00;2023.03.03 11:16:00;0.41;0.022241;28.3531;39.8242;9.9657;1847.96;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3270;3;4;2023.03.07 16:00:00;2023.03.07 16:00:00;1;2023.03.07 14:59:00;2023.03.07 15:00:00;0.63;0.034261;18.6019;22.5196;21.9648;1831.56;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3274;3;4;2023.03.12 22:02:17;2023.03.12 22:02:17;1;2023.03.12 22:01:00;2023.03.12 22:02:00;5.54;0.294356;21.6372;29.6490;16.3461;1882.75;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3290;3;4;2023.03.28 17:17:38;2023.03.28 17:17:38;1;2023.03.28 17:16:00;2023.03.28 17:17:00;0.34;0.017045;22.3445;20.7512;11.5850;1969.81;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3303;3;4;2023.04.12 10:26:02;2023.04.12 10:26:02;1;2023.04.12 10:25:00;2023.04.12 10:26:00;0.50;0.025109;39.3430;10.5863;39.2160;2008.25;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3309;3;4;2023.04.17 13:47:03;2023.04.17 13:47:03;1;2023.04.17 13:46:00;2023.04.17 13:47:00;1.34;0.067430;40.1053;12.6872;33.8452;1993.91;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3327;3;4;2023.05.01 01:38:09;2023.05.01 01:38:09;1;2023.05.01 01:37:00;2023.05.01 01:38:00;0.41;0.020548;38.3180;10.9142;33.7036;1983.19;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3331;3;4;2023.05.05 07:35:44;2023.05.05 07:35:44;1;2023.05.05 07:34:00;2023.05.05 07:35:00;0.63;0.031100;30.7002;13.7883;20.0708;2041.79;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3342;3;4;2023.05.14 22:02:44;2023.05.14 22:02:44;1;2023.05.14 22:01:00;2023.05.14 22:02:00;1.18;0.058807;40.5277;5.8777;34.5240;2007.84;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3364;3;4;2023.05.26 15:00:00;2023.05.26 15:00:00;1;2023.05.26 13:59:00;2023.05.26 14:00:00;0.57;0.029356;49.8999;6.9698;23.6558;1946.77;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3365;3;4;2023.05.28 22:00:00;2023.05.28 22:00:00;1;2023.05.26 20:59:00;2023.05.26 21:00:00;0.75;0.038545;26.8015;8.9940;21.5015;1945.79;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3368;3;4;2023.06.01 07:26:22;2023.06.01 07:26:22;1;2023.06.01 07:25:00;2023.06.01 07:26:00;0.45;0.022996;35.3071;16.0372;29.7284;1956.88;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3372;3;4;2023.06.02 16:56:42;2023.06.02 16:56:42;1;2023.06.02 16:55:00;2023.06.02 16:56:00;0.43;0.022055;55.8874;10.1854;23.1508;1953.06;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3433;3;4;2023.07.12 13:32:01;2023.07.12 13:32:01;1;2023.07.12 13:31:00;2023.07.12 13:32:00;1.40;0.071926;49.3026;48.0157;9.3763;1952.70;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3437;3;4;2023.07.21 08:05:53;2023.07.21 08:05:53;1;2023.07.21 08:04:00;2023.07.21 08:05:00;0.58;0.029691;58.5122;9.2756;27.6483;1964.41;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3448;3;4;2023.08.01 02:01:35;2023.08.01 02:01:35;1;2023.08.01 02:00:00;2023.08.01 02:01:00;0.52;0.026435;29.5056;10.7379;36.3522;1960.48;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3477;3;4;2023.09.14 12:30:27;2023.09.14 12:30:27;1;2023.09.14 12:29:00;2023.09.14 12:30:00;0.55;0.028846;18.1921;21.9633;14.0953;1907.54;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3485;3;4;2023.09.21 12:15:56;2023.09.21 12:15:56;1;2023.09.21 12:14:00;2023.09.21 12:15:00;0.36;0.018896;49.4245;7.5266;23.4067;1918.40;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3487;3;4;2023.09.22 02:13:05;2023.09.22 02:13:05;1;2023.09.22 02:12:00;2023.09.22 02:13:00;0.18;0.009146;54.4747;34.1620;6.1803;1924.39;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3492;3;4;2023.09.26 06:19:56;2023.09.26 06:19:56;1;2023.09.26 06:18:00;2023.09.26 06:19:00;0.30;0.015684;35.5852;11.0348;27.2092;1912.80;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3493;3;4;2023.09.28 15:17:26;2023.09.28 15:17:26;1;2023.09.28 15:16:00;2023.09.28 15:17:00;0.71;0.038052;78.1005;2.0895;41.8138;1859.30;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3516;3;4;2023.10.22 22:00:07;2023.10.22 22:00:07;1;2023.10.20 20:59:00;2023.10.20 21:00:00;0.67;0.033789;38.3760;34.8488;9.4916;1980.65;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3525;3;4;2023.11.07 07:10:07;2023.11.07 07:10:07;1;2023.11.07 07:09:00;2023.11.07 07:10:00;0.56;0.028437;52.6213;7.3414;36.1211;1969.23;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3529;3;4;2023.11.10 12:35:01;2023.11.10 12:35:01;1;2023.11.10 12:34:00;2023.11.10 12:35:00;0.42;0.021721;49.2483;8.3668;28.9390;1946.23;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3559;3;4;2023.12.04 14:02:02;2023.12.04 14:02:02;1;2023.12.04 14:01:00;2023.12.04 14:02:00;1.66;0.080709;20.1709;14.5464;32.2999;2054.91;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;3574;3;4;2023.12.15 09:04:34;2023.12.15 09:04:34;1;2023.12.15 09:03:00;2023.12.15 09:04:00;1.00;0.048712;64.6764;47.7663;2.8570;2042.63;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
